8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
8,7,7,7,7,7,7,7,7,7,3,7,7,7,7,7,7,3,7,7,7,7,7,7,7,7,7,7,7,7,7,3,7,7,7,7,7,7,7,7,7,7,7,7,7,3,7,7,7,8
2,7,4,7,7,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,7,4,7,7,7,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2
2,7,7,7,7,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,7,7,7,7,7,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2
2,7,7,7,7,2,7,7,7,7,7,7,8,2,2,2,7,7,7,7,7,7,2,7,7,7,7,7,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2
2,7,8,2,2,2,7,7,7,7,7,7,2,2,2,2,7,7,7,7,7,7,2,8,2,2,2,2,2,7,7,7,7,7,7,7,7,7,0,7,7,7,7,7,7,7,7,7,7,2
2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2
2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,2
2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,2,2,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2
2,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2
2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2
2,7,7,7,7,7,7,7,8,2,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2
2,7,7,7,7,7,7,7,2,2,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2
2,7,7,7,7,7,7,7,2,2,2,2,7,7,7,7,8,2,2,2,2,2,7,7,7,7,7,7,7,2,2,2,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2
2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,2,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2
2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,2,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2
2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,2,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2
2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2
2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,2
2,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,2,2,7,7,7,7,7,7,7,7,7,7,2
2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,2,2,2,2,7,7,8,2,7,7,7,7,7,2,2,2,7,7,7,7,7,7,7,7,7,7,2
2,7,8,2,2,2,7,7,7,7,8,2,2,7,7,7,7,7,7,7,7,7,2,2,2,2,2,7,7,2,2,7,7,7,7,7,2,2,2,7,7,7,7,7,8,2,2,2,7,2
2,7,7,7,7,8,7,7,7,7,2,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,7,7,7,7,7,2,2,2,7,7,7,7,7,8,7,7,7,7,2
2,7,4,7,7,2,7,7,7,7,2,2,2,7,7,7,7,7,7,7,8,2,7,7,7,7,7,7,7,2,2,7,7,7,7,7,2,2,2,7,7,7,7,7,2,7,4,7,7,2
2,7,7,7,7,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,7,7,5,6,6,7,7,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,2,7,7,7,7,2
2,7,7,7,7,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,7,7,6,6,6,7,7,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,2,7,7,7,7,2
2,7,7,7,7,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,7,7,6,6,6,7,7,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,2,7,7,7,7,2
2,7,8,2,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,8,2,2,7,2
2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2
2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,2,2,2,2,2,7,7,8,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2
2,7,7,7,7,7,7,8,2,2,2,2,2,2,7,7,7,7,7,7,2,2,2,2,2,2,7,7,2,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2
2,3,7,7,7,7,7,2,2,2,2,2,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,2,2,2,7,7,7,7,7,7,7,7,7,2
2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,2,7,7,7,7,7,7,7,7,7,2
2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,2,7,7,7,7,7,7,7,7,3,2
2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2
2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2
2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,7,7,7,7,7,7,8,2,2,2,2,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2
2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,7,7,7,7,7,7,2,2,2,2,2,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2
2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,7,7,7,7,7,7,2,2,2,2,2,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2
2,7,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,7,7,7,7,7,7,2,2,2,2,2,2,2,7,7,7,7,7,8,2,2,2,7,7,7,7,7,2
2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,2,7,7,7,7,7,2
2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,2
